"title","brend","typ_telefona","image_name"
"Мобільний телефон Samsung J320H/DS (Galaxy J3) Dual Sim Black","Samsung","Смартфон","mobilnyy-telefon-samsung-j320h-ds-galaxy-j3-dual-sim-black-5015992.jpg"
